Exchange ,Scrip Code ,User ,Client ,Client Name ,Instrument Type ,Instrument Name ,Symbol ,Ser/Exp ,Strike Price ,Option Type ,Scrip Name ,Buy Qty ,Buy Lot ,Buy Weight ,Buy Val ,Buy Avg. ,Sell Qty ,Sell Lot ,Sell Weight ,Sell Val ,Sell Avg. ,Net Qty ,Net Lot ,Net Weight ,Net Val  ,Net Price ,Market Price ,MTMV Pos  ,MTM G/L  ,Product Type ,Group ,DPR Range ,Maturity Date ,Yield ,Total Value ,Total Quantity ,Total Lot ,Total Weight ,Brokerage ,Net MTM ,Net Value Post Expenses ,Option Flag ,VAR % ,VAR Amount ,SM Category ,Category ,Expense ,ExcerciseExpense ,CF Avg Price ,Actual MTM P&L ,Unsettled Quantity
NSE ,117846 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,INFY ,25JUL2024 ,1600.00 ,PE ,INFY24JUL1600PE ,400 ,1 , ,280.00 ,0.70 , , , , , ,400 ,1 , ,-280.00 ,0.70 ,0.55 ,220.00 ,-60.00 ,CarryForward ,HO ,0.05 - 26.00 , , ,280.00 ,400 ,1 , ,0.00 ,-60.00 ,-280.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,117853 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,INFY ,25JUL2024 ,1720.00 ,CE ,INFY24JUL1720CE ,400 ,1 , ,31700.00 ,79.25 , , , , , ,400 ,1 , ,-31700.00 ,79.25 ,77.45 ,30980.00 ,-720.00 ,CarryForward ,HO ,14.65 - 228.60 , , ,31700.00 ,400 ,1 , ,0.00 ,-720.00 ,-31700.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,36026 ,ALL ,A854 ,ANKUSH DHYAWALA ,Options ,OPTSTK ,IOC ,29AUG2024 ,165.00 ,PE ,IOC24AUG165PE , , , , , ,4875 ,1 , ,31443.75 ,6.45 ,-4875 ,-1 , ,31443.75 ,6.45 ,6.65 ,-32418.75 ,-975.00 ,CarryForward ,HO ,0.05 - 25.05 , , ,31443.75 ,4875 ,1 , ,0.00 ,-975.00 ,31443.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,15313 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Equities , ,IRB ,EQ , ,NORMAL ,IRB INFRA DEV LTD. ,500 , , ,33575.00 ,67.15 , , , , , ,500 , , ,-33575.00 ,67.15 ,66.93 ,33465.00 ,-110.00 ,Margin ,HO ,55.24 - 82.86 , , ,33575.00 ,500 , , ,0.00 ,-110.00 ,-33575.00 ,NA ,25.94 ,8709.36 ,No ,NORMAL , , , , ,
NSE ,116388 ,ALL ,R87 ,RAJNI MOHTA ,Options ,OPTSTK ,ITC ,29AUG2024 ,500.00 ,CE ,ITC24AUG500CE , , , , , ,1600 ,1 , ,16080.00 ,10.05 ,-1600 ,-1 , ,16080.00 ,10.05 ,8.40 ,-13440.00 ,2640.00 ,CarryForward ,HO ,0.05 - 27.30 , , ,16080.00 ,1600 ,1 , ,0.00 ,2640.00 ,16080.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,2331 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Equities , ,JAYNECOIND ,EQ , ,NORMAL ,JAYASWAL NECO INDUSTR LTD , , , , , ,2500 , , ,114175.00 ,45.67 ,-2500 , , ,114175.00 ,45.67 ,45.24 ,-113100.00 ,1075.00 ,Margin ,HO ,36.88 - 55.32 , , ,114175.00 ,2500 , , ,0.00 ,1075.00 ,114175.00 ,NA ,23.79 ,27162.23 ,No ,NORMAL , , , , ,
NSE ,11461 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Equities , ,JPASSOCIAT ,BE , ,NORMAL ,JAIPRAKASH ASSOCIATES LTD , , , , , ,4000 , , ,29040.00 ,7.26 ,-4000 , , ,29040.00 ,7.26 ,7.24 ,-28960.00 ,80.00 ,Delivery ,HO ,7.22 - 7.99 , , ,29040.00 ,4000 , , ,0.00 ,80.00 ,29040.00 ,NA ,100.00 ,29040.00 , ,NORMAL , , , , ,
NSE ,11763 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Equities , ,JPPOWER ,EQ , ,NORMAL ,JAIPRAKASH POWER VEN. LTD ,2000 , , ,36020.00 ,18.01 , , , , , ,2000 , , ,-36020.00 ,18.01 ,17.92 ,35840.00 ,-180.00 ,Margin ,HO ,17.40 - 19.23 , , ,36020.00 ,2000 , , ,0.00 ,-180.00 ,-36020.00 ,NA ,100.00 ,36020.00 , ,NORMAL , , , , ,
NSE ,123420 ,ALL ,S1037 ,SHARAD CHANDRA CHAUDHARY HUF ,Options ,OPTSTK ,KOTAKBANK ,25JUL2024 ,1700.00 ,PE ,KOTAKBANK24JUL1700PE ,400 ,1 , ,1360.00 ,3.40 , , , , , ,400 ,1 , ,-1360.00 ,3.40 ,5.15 ,2060.00 ,700.00 ,CarryForward ,HO ,0.05 - 23.20 , , ,1360.00 ,400 ,1 , ,0.00 ,700.00 ,-1360.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,123605 ,ALL ,S1037 ,SHARAD CHANDRA CHAUDHARY HUF ,Options ,OPTSTK ,KOTAKBANK ,25JUL2024 ,1900.00 ,CE ,KOTAKBANK24JUL1900CE ,400 ,1 , ,4440.00 ,11.10 , , , , , ,400 ,1 , ,-4440.00 ,11.10 ,11.60 ,4640.00 ,200.00 ,CarryForward ,HO ,0.05 - 29.60 , , ,4440.00 ,400 ,1 , ,0.00 ,200.00 ,-4440.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,119090 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,LAURUSLABS ,29AUG2024 ,440.00 ,PE ,LAURUSLABS24AUG440PE , , , , , ,3400 ,2 , ,56865.00 ,16.73 ,-3400 ,-2 , ,56865.00 ,16.73 ,19.80 ,-67320.00 ,-10455.00 ,CarryForward ,HO ,0.05 - 33.90 , , ,56865.00 ,3400 ,2 , ,0.00 ,-10455.00 ,56865.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,119580 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,LT ,25JUL2024 ,3500.00 ,PE ,LT24JUL3500PE ,150 ,1 , ,2400.00 ,16.00 , , , , , ,150 ,1 , ,-2400.00 ,16.00 ,22.85 ,3427.50 ,1027.50 ,CarryForward ,HO ,0.05 - 43.95 , , ,2400.00 ,150 ,1 , ,0.00 ,1027.50 ,-2400.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,63736 ,ALL ,M586 ,MURARI SECURITIES LTD ,Futures ,FUTSTK ,LTIM ,25JUL2024 , , ,LTIM24JULFUT ,150 ,1 , ,871650.00 ,5811.00 , , , , , ,150 ,1 , ,-871650.00 ,5811.00 ,5772.45 ,865867.50 ,-5782.50 ,CarryForward ,HO ,5198.65 - 6353.90 , , ,871650.00 ,150 ,1 , ,0.00 ,-5782.50 ,-871650.00 ,NA , , , ,NORMAL , , , , ,
NSE ,126006 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,LTIM ,25JUL2024 ,5400.00 ,PE ,LTIM24JUL5400PE ,300 ,2 , ,2205.00 ,7.35 , , , , , ,300 ,2 , ,-2205.00 ,7.35 ,7.50 ,2250.00 ,45.00 ,CarryForward ,HO ,2.20 - 44.70 , , ,2205.00 ,300 ,2 , ,0.00 ,45.00 ,-2205.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,63737 ,ALL ,M586 ,MURARI SECURITIES LTD ,Futures ,FUTSTK ,LTTS ,25JUL2024 , , ,LTTS24JULFUT , , , , , ,100 ,1 , ,495405.00 ,4954.05 ,-100 ,-1 , ,495405.00 ,4954.05 ,4888.15 ,-488815.00 ,6590.00 ,CarryForward ,HO ,4263.15 - 5210.50 , , ,495405.00 ,100 ,1 , ,0.00 ,6590.00 ,495405.00 ,NA , , , ,NORMAL , , , , ,
NSE ,126188 ,ALL ,S1716 ,SHEETAL JALAN ,Options ,OPTSTK ,LTTS ,25JUL2024 ,4300.00 ,PE ,LTTS24JUL4300PE ,100 ,1 , ,305.00 ,3.05 , , , , , ,100 ,1 , ,-305.00 ,3.05 ,6.00 ,600.00 ,295.00 ,CarryForward ,HO ,0.05 - 45.10 , , ,305.00 ,100 ,1 , ,0.00 ,295.00 ,-305.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,126205 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,LTTS ,25JUL2024 ,5200.00 ,CE ,LTTS24JUL5200CE ,100 ,1 , ,2980.00 ,29.80 , , , , , ,100 ,1 , ,-2980.00 ,29.80 ,12.00 ,1200.00 ,-1780.00 ,CarryForward ,HO ,7.90 - 56.35 , , ,2980.00 ,100 ,1 , ,0.00 ,-1780.00 ,-2980.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,126838 ,ALL ,S1716 ,SHEETAL JALAN ,Options ,OPTSTK ,M&M ,25JUL2024 ,2600.00 ,PE ,M&M24JUL2600PE , , , , , ,350 ,1 , ,1277.50 ,3.65 ,-350 ,-1 , ,1277.50 ,3.65 ,5.55 ,-1942.50 ,-665.00 ,CarryForward ,HO ,0.05 - 23.70 , , ,1277.50 ,350 ,1 , ,0.00 ,-665.00 ,1277.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,122169 ,ALL ,M590 ,MANJU DHYAWALA ,Options ,OPTSTK ,M&M ,29AUG2024 ,2600.00 ,PE ,M&M24AUG2600PE , , , , , ,350 ,1 , ,15715.00 ,44.90 ,-350 ,-1 , ,15715.00 ,44.90 ,44.30 ,-15505.00 ,210.00 ,CarryForward ,HO ,0.05 - 63.80 , , ,15715.00 ,350 ,1 , ,0.00 ,210.00 ,15715.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,122107 ,ALL ,S1716 ,SHEETAL JALAN ,Options ,OPTSTK ,M&M ,25JUL2024 ,2700.00 ,PE ,M&M24JUL2700PE ,350 ,1 , ,4025.00 ,11.50 , , , , , ,350 ,1 , ,-4025.00 ,11.50 ,16.25 ,5687.50 ,1662.50 ,CarryForward ,HO ,0.05 - 37.45 , , ,4025.00 ,350 ,1 , ,0.00 ,1662.50 ,-4025.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,127128 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,25JUL2024 ,190.00 ,CE ,MANAPPURAM24JUL190CE ,3000 ,1 , ,81300.00 ,27.10 , , , , , ,3000 ,1 , ,-81300.00 ,27.10 ,27.10 ,81300.00 ,0.00 ,CarryForward ,HO ,4.60 - 58.60 , , ,81300.00 ,3000 ,1 , ,0.00 ,0.00 ,-81300.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,127132 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,25JUL2024 ,200.00 ,CE ,MANAPPURAM24JUL200CE ,3000 ,1 , ,65550.00 ,21.85 , , , , , ,3000 ,1 , ,-65550.00 ,21.85 ,17.80 ,53400.00 ,-12150.00 ,CarryForward ,HO ,0.05 - 48.40 , , ,65550.00 ,3000 ,1 , ,0.00 ,-12150.00 ,-65550.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,123338 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,29AUG2024 ,200.00 ,CE ,MANAPPURAM24AUG200CE , , , , , ,3000 ,1 , ,66150.00 ,22.05 ,-3000 ,-1 , ,66150.00 ,22.05 ,22.05 ,-66150.00 ,0.00 ,CarryForward ,HO ,8.35 - 53.80 , , ,66150.00 ,3000 ,1 , ,0.00 ,0.00 ,66150.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,127137 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,25JUL2024 ,210.00 ,PE ,MANAPPURAM24JUL210PE ,6000 ,2 , ,6600.00 ,1.10 , , , , , ,6000 ,2 , ,-6600.00 ,1.10 ,2.00 ,12000.00 ,5400.00 ,CarryForward ,HO ,0.05 - 20.90 , , ,6600.00 ,6000 ,2 , ,0.00 ,5400.00 ,-6600.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,127145 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,25JUL2024 ,220.00 ,PE ,MANAPPURAM24JUL220PE , , , , , ,9000 ,3 , ,40050.00 ,4.45 ,-9000 ,-3 , ,40050.00 ,4.45 ,6.35 ,-57150.00 ,-17100.00 ,CarryForward ,HO ,0.05 - 22.85 , , ,40050.00 ,9000 ,3 , ,0.00 ,-17100.00 ,40050.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,123346 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,29AUG2024 ,220.00 ,CE ,MANAPPURAM24AUG220CE , , , , , ,3000 ,1 , ,41100.00 ,13.70 ,-3000 ,-1 , ,41100.00 ,13.70 ,11.55 ,-34650.00 ,6450.00 ,CarryForward ,HO ,0.05 - 38.00 , , ,41100.00 ,3000 ,1 , ,0.00 ,6450.00 ,41100.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,127148 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,MANAPPURAM ,25JUL2024 ,230.00 ,CE ,MANAPPURAM24JUL230CE ,3000 ,1 , ,6300.00 ,2.10 , , , , , ,3000 ,1 , ,-6300.00 ,2.10 ,1.45 ,4350.00 ,-1950.00 ,CarryForward ,HO ,0.05 - 25.60 , , ,6300.00 ,3000 ,1 , ,0.00 ,-1950.00 ,-6300.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,127516 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,MARICO ,25JUL2024 ,600.00 ,CE ,MARICO24JUL600CE ,1200 ,1 , ,84000.00 ,70.00 , , , , , ,1200 ,1 , ,-84000.00 ,70.00 ,68.10 ,81720.00 ,-2280.00 ,CarryForward ,HO ,52.40 - 114.20 , , ,84000.00 ,1200 ,1 , ,0.00 ,-2280.00 ,-84000.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,123650 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,MARICO ,29AUG2024 ,600.00 ,CE ,MARICO24AUG600CE , , , , , ,1200 ,1 , ,91200.00 ,76.00 ,-1200 ,-1 , ,91200.00 ,76.00 ,76.00 ,-91200.00 ,0.00 ,CarryForward ,HO ,63.10 - 120.80 , , ,91200.00 ,1200 ,1 , ,0.00 ,0.00 ,91200.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,129288 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,MCX ,25JUL2024 ,3300.00 ,PE ,MCX24JUL3300PE ,200 ,1 , ,620.00 ,3.10 , , , , , ,200 ,1 , ,-620.00 ,3.10 ,5.05 ,1010.00 ,390.00 ,CarryForward ,HO ,0.05 - 29.35 , , ,620.00 ,200 ,1 , ,0.00 ,390.00 ,-620.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,129365 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,MCX ,25JUL2024 ,3800.00 ,CE ,MCX24JUL3800CE ,200 ,1 , ,35000.00 ,175.00 , , , , , ,200 ,1 , ,-35000.00 ,175.00 ,108.45 ,21690.00 ,-13310.00 ,CarryForward ,HO ,0.05 - 576.20 , , ,35000.00 ,200 ,1 , ,0.00 ,-13310.00 ,-35000.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,124972 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,MCX ,29AUG2024 ,4000.00 ,CE ,MCX24AUG4000CE , , , , , ,200 ,1 , ,44400.00 ,222.00 ,-200 ,-1 , ,44400.00 ,222.00 ,180.25 ,-36050.00 ,8350.00 ,CarryForward ,HO ,22.25 - 509.00 , , ,44400.00 ,200 ,1 , ,0.00 ,8350.00 ,44400.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,130278 ,ALL ,P422 ,PRIYAJU DHYAWALA ,Options ,OPTSTK ,MFSL ,25JUL2024 ,1000.00 ,PE ,MFSL24JUL1000PE ,800 ,1 , ,7480.00 ,9.35 , , , , , ,800 ,1 , ,-7480.00 ,9.35 ,14.35 ,11480.00 ,4000.00 ,CarryForward ,HO ,0.05 - 29.15 , , ,7480.00 ,800 ,1 , ,0.00 ,4000.00 ,-7480.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,130289 ,ALL ,A854 ,ANKUSH DHYAWALA ,Options ,OPTSTK ,MFSL ,25JUL2024 ,1100.00 ,CE ,MFSL24JUL1100CE ,800 ,1 , ,4080.00 ,5.10 , , , , , ,800 ,1 , ,-4080.00 ,5.10 ,3.20 ,2560.00 ,-1520.00 ,CarryForward ,HO ,0.05 - 27.10 , , ,4080.00 ,800 ,1 , ,0.00 ,-1520.00 ,-4080.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,134566 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,NATIONALUM ,25JUL2024 ,220.00 ,CE ,NATIONALUM24JUL220CE ,3750 ,1 , ,750.00 ,0.20 , , , , , ,3750 ,1 , ,-750.00 ,0.20 ,0.25 ,937.50 ,187.50 ,CarryForward ,HO ,0.05 - 20.55 , , ,750.00 ,3750 ,1 , ,0.00 ,187.50 ,-750.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,134972 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,NAUKRI ,25JUL2024 ,6200.00 ,PE ,NAUKRI24JUL6200PE ,150 ,1 , ,1680.00 ,11.20 , , , , , ,150 ,1 , ,-1680.00 ,11.20 ,11.80 ,1770.00 ,90.00 ,CarryForward ,HO ,0.05 - 32.60 , , ,1680.00 ,150 ,1 , ,0.00 ,90.00 ,-1680.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,134974 ,ALL ,S1716 ,SHEETAL JALAN ,Options ,OPTSTK ,NAUKRI ,25JUL2024 ,6300.00 ,PE ,NAUKRI24JUL6300PE ,150 ,1 , ,2220.00 ,14.80 , , , , , ,150 ,1 , ,-2220.00 ,14.80 ,18.10 ,2715.00 ,495.00 ,CarryForward ,HO ,0.05 - 38.20 , , ,2220.00 ,150 ,1 , ,0.00 ,495.00 ,-2220.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,35415 ,ALL ,M586 ,MURARI SECURITIES LTD ,Futures ,FUTIDX ,NIFTY ,29AUG2024 , , ,NIFTY24AUGFUT , , , , , ,250 ,10 , ,6171200.00 ,24684.80 ,-250 ,-10 , ,6171200.00 ,24684.80 ,24659.90 ,-6164975.00 ,6225.00 ,CarryForward ,HO ,22431.75 - 27416.60 , , ,6171200.00 ,250 ,10 , ,0.00 ,6225.00 ,6171200.00 ,NA , , , ,NORMAL , , , , ,
NSE ,35007 ,ALL ,M586 ,MURARI SECURITIES LTD ,Futures ,FUTIDX ,NIFTY ,25JUL2024 , , ,NIFTY24JULFUT ,250 ,10 , ,6138705.00 ,24554.82 , , , , , ,250 ,10 , ,-6138705.00 ,24554.82 ,24529.85 ,6132462.50 ,-6242.50 ,CarryForward ,HO ,22328.15 - 27290.00 , , ,6138705.00 ,250 ,10 , ,0.00 ,-6242.50 ,-6138705.00 ,NA , , , ,NORMAL , , , , ,
NSE ,55117 ,ALL ,S1599 ,SUDHA JOSHI ,Options ,OPTIDX ,NIFTY ,26DEC2024 ,18000.00 ,CE ,NIFTY24DEC18000CE ,50 ,2 , ,352750.00 ,7055.00 , , , , , ,50 ,2 , ,-352750.00 ,7055.00 ,6915.10 ,345755.00 ,-6995.00 ,CarryForward ,HO ,6407.10 - 8317.30 , , ,352750.00 ,50 ,2 , ,0.00 ,-6995.00 ,-352750.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,37748 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTIDX ,NIFTY ,26DEC2024 ,23000.00 ,PE ,NIFTY24DEC23000PE , , , , , ,100 ,4 , ,24950.00 ,249.50 ,-100 ,-4 , ,24950.00 ,249.50 ,260.45 ,-26045.00 ,-1095.00 ,CarryForward ,HO ,0.05 - 774.75 , , ,24950.00 ,100 ,4 , ,0.00 ,-1095.00 ,24950.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,74596 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Options ,OPTIDX ,NIFTY ,29AUG2024 ,23500.00 ,PE ,NIFTY24AUG23500PE , , , , , ,100 ,4 , ,11825.00 ,118.25 ,-100 ,-4 , ,11825.00 ,118.25 ,129.95 ,-12995.00 ,-1170.00 ,CarryForward ,HO ,8.30 - 176.80 , , ,11825.00 ,100 ,4 , ,0.00 ,-1170.00 ,11825.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,74596 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTIDX ,NIFTY ,29AUG2024 ,23500.00 ,PE ,NIFTY24AUG23500PE , , , , , ,100 ,4 , ,10325.00 ,103.25 ,-100 ,-4 , ,10325.00 ,103.25 ,129.95 ,-12995.00 ,-2670.00 ,CarryForward ,HO ,8.30 - 176.80 , , ,10325.00 ,100 ,4 , ,0.00 ,-2670.00 ,10325.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,65273 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,24000.00 ,CE ,NIFTY24JUL24000CE ,100 ,4 , ,59555.00 ,595.55 , , , , , ,100 ,4 , ,-59555.00 ,595.55 ,592.25 ,59225.00 ,-330.00 ,CarryForward ,HO ,0.05 - 1447.30 , , ,59555.00 ,100 ,4 , ,0.00 ,-330.00 ,-59555.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,65296 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,24000.00 ,PE ,NIFTY24JUL24000PE , , , , , ,150 ,6 , ,8895.00 ,59.30 ,-150 ,-6 , ,8895.00 ,59.30 ,63.15 ,-9472.50 ,-577.50 ,CarryForward ,HO ,0.05 - 81.85 , , ,8895.00 ,150 ,6 , ,0.00 ,-577.50 ,8895.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,65273 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,24000.00 ,CE ,NIFTY24JUL24000CE ,100 ,4 , ,70100.00 ,701.00 , , , , , ,100 ,4 , ,-70100.00 ,701.00 ,592.25 ,59225.00 ,-10875.00 ,CarryForward ,HO ,0.05 - 1447.30 , , ,70100.00 ,100 ,4 , ,0.00 ,-10875.00 ,-70100.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,74662 ,ALL ,D170 ,DEEPAK KUMAR CHOUDHARY HUF ,Options ,OPTIDX ,NIFTY ,29AUG2024 ,24500.00 ,CE ,NIFTY24AUG24500CE , , , , , ,100 ,4 , ,54000.00 ,540.00 ,-100 ,-4 , ,54000.00 ,540.00 ,536.95 ,-53695.00 ,305.00 ,CarryForward ,HO ,283.15 - 1131.25 , , ,54000.00 ,100 ,4 , ,0.00 ,305.00 ,54000.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,65467 ,ALL ,S1599 ,SUDHA JOSHI ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,24500.00 ,PE ,NIFTY24JUL24500PE ,100 ,4 , ,16692.50 ,166.93 ,100 ,4 , ,15377.50 ,153.78 , , , ,-1315.00 , ,217.95 ,0.00 ,-1315.00 ,CarryForward ,HO ,0.05 - 469.25 , , ,32070.00 ,200 ,8 , ,0.00 ,-1315.00 ,-1315.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,74662 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTIDX ,NIFTY ,29AUG2024 ,24500.00 ,CE ,NIFTY24AUG24500CE , , , , , ,100 ,4 , ,60990.00 ,609.90 ,-100 ,-4 , ,60990.00 ,609.90 ,536.95 ,-53695.00 ,7295.00 ,CarryForward ,HO ,283.15 - 1131.25 , , ,60990.00 ,100 ,4 , ,0.00 ,7295.00 ,60990.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,65514 ,ALL ,S1599 ,SUDHA JOSHI ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,24800.00 ,CE ,NIFTY24JUL24800CE ,100 ,4 , ,15010.00 ,150.10 ,100 ,4 , ,16490.00 ,164.90 , , , ,1480.00 , ,121.95 ,0.00 ,1480.00 ,CarryForward ,HO ,0.05 - 570.55 , , ,31500.00 ,200 ,8 , ,0.00 ,1480.00 ,1480.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,65550 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTIDX ,NIFTY ,25JUL2024 ,25000.00 ,CE ,NIFTY24JUL25000CE ,150 ,6 , ,10515.00 ,70.10 , , , , , ,150 ,6 , ,-10515.00 ,70.10 ,67.10 ,10065.00 ,-450.00 ,CarryForward ,HO ,0.05 - 386.90 , , ,10515.00 ,150 ,6 , ,0.00 ,-450.00 ,-10515.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,136403 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,NMDC ,25JUL2024 ,240.00 ,PE ,NMDC24JUL240PE , , , , , ,4500 ,1 , ,47250.00 ,10.50 ,-4500 ,-1 , ,47250.00 ,10.50 ,13.35 ,-60075.00 ,-12825.00 ,CarryForward ,HO ,0.05 - 29.45 , , ,47250.00 ,4500 ,1 , ,0.00 ,-12825.00 ,47250.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,137587 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTSTK ,ONGC ,25JUL2024 ,280.00 ,PE ,ONGC24JUL280PE ,1925 ,1 , ,288.75 ,0.15 , , , , , ,1925 ,1 , ,-288.75 ,0.15 ,0.10 ,192.50 ,-96.25 ,CarryForward ,HO ,0.05 - 20.15 , , ,288.75 ,1925 ,1 , ,0.00 ,-96.25 ,-288.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,131289 ,ALL ,P422 ,PRIYAJU DHYAWALA ,Options ,OPTSTK ,ONGC ,29AUG2024 ,290.00 ,PE ,ONGC24AUG290PE , , , , , ,1925 ,1 , ,9528.75 ,4.95 ,-1925 ,-1 , ,9528.75 ,4.95 ,4.85 ,-9336.25 ,192.50 ,CarryForward ,HO ,0.05 - 22.85 , , ,9528.75 ,1925 ,1 , ,0.00 ,192.50 ,9528.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,137591 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTSTK ,ONGC ,25JUL2024 ,290.00 ,PE ,ONGC24JUL290PE ,1925 ,1 , ,577.50 ,0.30 , , , , , ,1925 ,1 , ,-577.50 ,0.30 ,0.25 ,481.25 ,-96.25 ,CarryForward ,HO ,0.05 - 20.30 , , ,577.50 ,1925 ,1 , ,0.00 ,-96.25 ,-577.50 ,OTM , , , ,NORMAL , , , , ,
